Time (d), pH-MC1, Time (d), DO-MC1, Time (d), pH-MC2, Time (d), DO-MC2
  17.322025,  6.76,   17.273483,  6.92,   17.336054,  6.83,   17.384733,  6.68
  17.328970,  6.76,   17.280428,  6.93,   17.342999,  6.83,   17.391678,  6.67
  17.335915,  6.76,   17.287373,  6.92,   17.349941,  6.83,   17.398623,  6.67
  17.342859,  6.76,   17.294317,  6.92,   17.356897,  6.84,   17.405567,  6.69
  17.349804,  6.76,   17.301262,  6.91,   17.363831,  6.84,   17.412512,  6.70
  17.356749,  6.76,   17.308207,  6.91,   17.370775,  6.83,   17.419456,  6.70
  17.363691,  6.76,   17.315151,  6.91,   17.377720,  6.84,   17.426401,  6.71
  17.370636,  6.76,   17.322094,  6.91,   17.384665,  6.84,   17.433346,  6.70
  17.377581,  6.76,   17.329039,  6.91,   17.391609,  6.84,   17.440289,  6.70
  17.384525,  6.76,   17.335983,  6.90,   17.398554,  6.84,   17.447233,  6.70
  17.391470,  6.76,   17.342928,  6.89,   17.405499,  6.84,   17.454178,  6.70
  17.398415,  6.76,   17.349873,  6.89,   17.412455,  6.84,   17.461123,  6.69
  17.405359,  6.76,   17.356817,  6.89,   17.419386,  6.84,   17.468067,  6.70
  17.412304,  6.76,   17.363762,  6.89,   17.426331,  6.84,   17.475012,  6.70
  17.419249,  6.76,   17.370707,  6.88,   17.433275,  6.84,   17.481956,  6.69
  17.426191,  6.76,   17.377651,  6.88,   17.440220,  6.84,   17.488901,  6.70
  17.433136,  6.76,   17.384594,  6.88,   17.447165,  6.84,   17.495846,  6.69
  17.440081,  6.76,   17.391539,  6.87,   17.454109,  6.84,   17.502789,  6.69
  17.447025,  6.76,   17.398483,  6.87,   17.461054,  6.84,   17.509733,  6.69
  17.453970,  6.76,   17.405428,  6.89,   17.467999,  6.84,   17.516678,  6.70
  17.460915,  6.76,   17.412373,  6.89,   17.474941,  6.84,   17.523623,  6.70
  17.467859,  6.76,   17.419317,  6.90,   17.481886,  6.85,   17.530567,  6.69
  17.474804,  6.76,   17.426262,  6.88,   17.488831,  6.85,   17.537512,  6.70
  17.481749,  6.76,   17.433207,  6.89,   17.495775,  6.85,   17.544456,  6.69
  17.488691,  6.76,   17.440151,  6.89,   17.502720,  6.85,   17.551401,  6.70
  17.495636,  6.76,   17.447094,  6.89,   17.509665,  6.85,   17.558346,  6.70
  17.502581,  6.76,   17.454039,  6.89,   17.516609,  6.85,   17.565289,  6.70
  17.509525,  6.76,   17.460983,  6.89,   17.523554,  6.85,   17.572233,  6.70
  17.516470,  6.76,   17.467928,  6.89,   17.530499,  6.85,   17.579178,  6.70
  17.523415,  6.76,   17.474873,  6.90,   17.537441,  6.85,   17.586123,  6.70
  17.530359,  6.76,   17.481817,  6.89,   17.544386,  6.85,   17.593067,  6.70
  17.537304,  6.76,   17.488762,  6.90,   17.551331,  6.85,   17.600012,  6.70
  17.544249,  6.76,   17.495707,  6.90,   17.558275,  6.85,   17.606956,  6.71
  17.551191,  6.76,   17.502651,  6.90,   17.565220,  6.85,   17.613901,  6.71
  17.558136,  6.76,   17.509594,  6.89,   17.572165,  6.85,   17.620846,  6.71
  17.565081,  6.76,   17.516539,  6.89,   17.579109,  6.85,   17.627789,  6.72
  17.572025,  6.76,   17.523483,  6.91,   17.586054,  6.85,   17.634733,  6.71
  17.578970,  6.76,   17.530428,  6.88,   17.592999,  6.85,   17.641678,  6.72
  17.585915,  6.76,   17.537373,  6.90,   17.599941,  6.85,   17.648623,  6.74
  17.592859,  6.76,   17.544317,  6.91,   17.606886,  6.85,   17.655567,  6.74
  17.599804,  6.76,   17.551262,  6.90,   17.613831,  6.85,   17.662512,  6.76
  17.606749,  6.76,   17.558207,  6.89,   17.620775,  6.85,   17.669456,  6.76
  17.613691,  6.76,   17.565151,  6.92,   17.627720,  6.85,   17.676401,  6.78
  17.620636,  6.76,   17.572094,  6.93,   17.634665,  6.86,   17.683346,  6.79
  17.627581,  6.76,   17.579039,  6.93,   17.641609,  6.86,   17.690289,  6.80
  17.634525,  6.76,   17.585983,  6.93,   17.648554,  6.86,   17.697233,  6.80
  17.641470,  6.76,   17.592928,  6.94,   17.655499,  6.86,   17.704178,  6.81
  17.648415,  6.77,   17.599873,  6.94,   17.662441,  6.86,   17.711123,  6.81
  17.655359,  6.77,   17.606817,  6.94,   17.669386,  6.86,   17.718067,  6.80
  17.662304,  6.77,   17.613762,  6.95,   17.676331,  6.86,   17.725012,  6.80
  17.669249,  6.77,   17.620707,  6.95,   17.683275,  6.86,   17.731956,  6.80
  17.676191,  6.77,   17.627651,  6.95,   17.690220,  6.86,   17.738901,  6.81
  17.683136,  6.77,   17.634594,  6.95,   17.697165,  6.86,   17.745846,  6.80
  17.690081,  6.77,   17.641539,  6.96,   17.704109,  6.86,   17.752789,  6.81
  17.697025,  6.77,   17.648483,  6.98,   17.711054,  6.86,   17.759733,  6.81
  17.703970,  6.76,   17.655428,  6.98,   17.717999,  6.86,   17.766678,  6.79
  17.710915,  6.76,   17.662373,  7.00,   17.724941,  6.86,   17.773623,  6.79
  17.717859,  6.76,   17.669317,  7.00,   17.731886,  6.86,   17.780567,  6.79
  17.724804,  6.76,   17.676262,  7.01,   17.738831,  6.86,   17.787512,  6.78
  17.731749,  6.76,   17.683207,  7.02,   17.745775,  6.86,   17.794456,  6.78
  17.738691,  6.76,   17.690151,  7.03,   17.752720,  6.86,   17.801401,  6.78
  17.745636,  6.76,   17.697094,  7.03,   17.759665,  6.86,   17.808346,  6.78
  17.752581,  6.76,   17.704039,  7.04,   17.766609,  6.87,   17.815289,  6.77
  17.759525,  6.76,   17.710983,  7.04,   17.773554,  6.87,   17.822233,  6.78
  17.766470,  6.76,   17.717928,  7.04,   17.780499,  6.87,   17.829178,  6.78
  17.773415,  6.76,   17.724873,  7.04,   17.787441,  6.87,   17.836123,  6.78
  17.780359,  6.76,   17.731817,  7.03,   17.794386,  6.88,   17.843067,  6.77
  17.787304,  6.76,   17.738762,  7.03,   17.801331,  6.88,   17.850012,  6.77
  17.794249,  6.77,   17.745707,  7.03,   17.808275,  6.88,   17.856956,  6.77
  17.801191,  6.77,   17.752651,  7.04,   17.815220,  6.88,   17.863901,  6.78
  17.808136,  6.77,   17.759594,  7.03,   17.822165,  6.89,   17.870846,  6.78
  17.815081,  6.77,   17.766539,  7.03,   17.829109,  6.89,   17.877789,  6.77
  17.822025,  6.77,   17.773483,  7.03,   17.836054,  6.89,   17.884733,  6.78
  17.828970,  6.77,   17.780428,  7.02,   17.842999,  6.89,   17.891678,  6.77
  17.835915,  6.77,   17.787373,  7.02,   17.849941,  6.89,   17.898623,  6.77
  17.842859,  6.78,   17.794317,  7.01,   17.856886,  6.90,   17.905567,  6.77
  17.849804,  6.78,   17.801262,  7.01,   17.863831,  6.90,   17.912512,  6.77
  17.856749,  6.78,   17.808207,  7.01,   17.870775,  6.90,   17.919456,  6.77
  17.863691,  6.78,   17.815151,  7.02,   17.877720,  6.90,   17.926401,  6.76
  17.870636,  6.78,   17.822094,  7.01,   17.884665,  6.90,   17.933346,  6.77
  17.877581,  6.78,   17.829039,  7.01,   17.891609,  6.91,   17.940289,  6.77
  17.884525,  6.78,   17.835983,  7.01,   17.898554,  6.91,   17.947233,  6.76
  17.891470,  6.78,   17.842928,  7.00,   17.905499,  6.91,   17.954178,  6.76
  17.898415,  6.78,   17.849873,  7.01,   17.912441,  6.91,   17.961123,  6.76
  17.905359,  6.78,   17.856817,  7.00,   17.919386,  6.91,   17.968067,  6.76
  17.912304,  6.78,   17.863762,  7.01,   17.926331,  6.91,   17.975012,  6.76
  17.919249,  6.79,   17.870707,  7.01,   17.933275,  6.92,   17.981956,  6.77
  17.926191,  6.79,   17.877651,  7.01,   17.940220,  6.92,   17.988901,  6.77
  17.933136,  6.79,   17.884594,  7.01,   17.947165,  6.92,   17.995846,  6.77
  17.940081,  6.79,   17.891539,  7.00,   17.954109,  6.92,   18.002789,  6.77
  17.947025,  6.79,   17.898483,  7.01,   17.961054,  6.92,   18.009733,  6.77
  17.953970,  6.79,   17.905428,  7.01,   17.967999,  6.92,   18.016678,  6.78
  17.960915,  6.79,   17.912373,  7.01,   17.974941,  6.92,   18.023623,  6.77
  17.967859,  6.79,   17.919317,  7.02,   17.981886,  6.93,   18.030567,  6.77
  17.974804,  6.79,   17.926262,  7.01,   17.988831,  6.93,   18.037512,  6.77
  17.981749,  6.79,   17.933207,  7.01,   17.995775,  6.93,   18.044456,  6.77
  17.988691,  6.79,   17.940151,  7.02,   18.002720,  6.93,   18.051401,  6.77
  17.995636,  6.79,   17.947094,  7.02,   18.009665,  6.93,   18.058346,  6.78
  18.002581,  6.79,   17.954039,  7.03,   18.016609,  6.93,   18.065289,  6.77
  18.009525,  6.79,   17.960983,  7.03,   18.023554,  6.93,   18.072233,  6.78
  18.016470,  6.80,   17.967928,  7.03,   18.030499,  6.94,   18.079178,  6.78
  18.023415,  6.80,   17.974873,  7.03,   18.037441,  6.94,   18.086123,  6.78
  18.030359,  6.80,   17.981817,  7.04,   18.044386,  6.94,   18.093067,  6.78
  18.037304,  6.80,   17.988762,  7.03,   18.051331,  6.94,   18.100012,  6.78
  18.044249,  6.80,   17.995707,  7.04,   18.058275,  6.94,   18.106956,  6.79
  18.051191,  6.80,   18.002651,  7.04,   18.065220,  6.94,   18.113901,  6.78
  18.058136,  6.80,   18.009594,  7.04,   18.072165,  6.94,   18.120846,  6.79
  18.065081,  6.80,   18.016539,  7.04,   18.079109,  6.95,   18.127789,  6.79
  18.072025,  6.80,   18.023483,  7.04,   18.086054,  6.95,   18.134733,  6.79
  18.078970,  6.80,   18.030428,  7.04,   18.092999,  6.95,   18.141678,  6.79
  18.085915,  6.80,   18.037373,  7.04,   18.099941,  6.95,   18.148623,  6.79
  18.092859,  6.80,   18.044317,  7.05,   18.106886,  6.95,   18.155567,  6.79
  18.099804,  6.80,   18.051262,  7.05,   18.113831,  6.95,   18.162512,  6.79
  18.106749,  6.80,   18.058207,  7.05,   18.120775,  6.95,   18.169456,  6.79
  18.113691,  6.80,   18.065151,  7.05,   18.127720,  6.95,   18.176401,  6.79
  18.120636,  6.80,   18.072094,  7.05,   18.134665,  6.95,   18.183346,  6.79
  18.127581,  6.80,   18.079039,  7.05,   18.141609,  6.96,   18.190289,  6.79
  18.134525,  6.80,   18.085983,  7.05,   18.148554,  6.96,   18.197233,  6.80
  18.141470,  6.80,   18.092928,  7.06,   18.155499,  6.96,   18.204178,  6.80
  18.148415,  6.80,   18.099873,  7.06,   18.162441,  6.96,   18.211123,  6.80
  18.155359,  6.80,   18.106817,  7.06,   18.169386,  6.96,   18.218067,  6.80
  18.162304,  6.81,   18.113762,  7.06,   18.176331,  6.96,   18.225012,  6.81
  18.169249,  6.81,   18.120707,  7.06,   18.183275,  6.96,   18.231956,  6.80
  18.176191,  6.81,   18.127651,  7.06,   18.190231,  6.96,   18.238901,  6.81
  18.183136,  6.81,   18.134594,  7.07,   18.197176,  6.96,   18.245846,  6.81
  18.190081,  6.81,   18.141539,  7.06,   18.204109,  6.96,   18.252789,  6.81
  18.197025,  6.81,   18.148483,  7.06,   18.211054,  6.97,   18.259733,  6.82
  18.203970,  6.81,   18.155428,  7.06,   18.217999,  6.97,   18.266678,  6.80
  18.210915,  6.81,   18.162373,  7.06,   18.224941,  6.97,   18.273623,  6.82
  18.217859,  6.81,   18.169317,  7.07,   18.231886,  6.97,   18.280567,  6.82
  18.224804,  6.81,   18.176262,  7.07,   18.238831,  6.97,   18.287512,  6.82
  18.231749,  6.81,   18.183207,  7.07,   18.245787,  6.97,   18.294456,  6.83
  18.238691,  6.81,   18.190151,  7.07,   18.252720,  6.97,   18.301401,  6.83
  18.245636,  6.81,   18.197094,  7.07,   18.259665,  6.97,   18.308346,  6.83
  18.252581,  6.81,   18.204039,  7.07,   18.266609,  6.97,   18.315289,  6.84
  18.259525,  6.81,   18.210983,  7.07,   18.273565,  6.97,   18.322233,  6.83
  18.266470,  6.81,   18.217928,  7.07,   18.280499,  6.97,   18.329178,  6.84
  18.273415,  6.81,   18.224873,  7.08,   18.287441,  6.97,   18.336123,  6.84
  18.280359,  6.81,   18.231817,  7.07,   18.294386,  6.98,   18.343067,  6.84
  18.287315,  6.81,   18.238773,  7.07,   18.301331,  6.98,   18.350012,  6.84
  18.294249,  6.81,   18.245707,  7.08,   18.308275,  6.98,   18.356956,  6.84
  18.301191,  6.81,   18.252651,  7.08,   18.315220,  6.98,   18.363901,  6.85
  18.308136,  6.81,   18.259594,  7.08,   18.322165,  6.98,   18.370846,  6.85
  18.315081,  6.81,   18.266539,  7.07,   18.329109,  6.98,   18.377789,  6.85
  18.322025,  6.81,   18.273483,  7.08,   18.336054,  6.98,   18.384733,  6.85
  18.328970,  6.81,   18.280428,  7.09,   18.342999,  6.98,   18.391678,  6.85
  18.335915,  6.81,   18.287373,  7.09,   18.349941,  6.98,   18.398623,  6.86
  18.342859,  6.81,   18.294317,  7.09,   18.356886,  6.98,   18.405567,  6.85
  18.349804,  6.81,   18.301262,  7.09,   18.363842,  6.98,   18.412512,  6.86
  18.356749,  6.81,   18.308207,  7.09,   18.370775,  6.98,   18.419456,  6.85
  18.363691,  6.81,   18.315151,  7.09,   18.377720,  6.98,   18.426401,  6.86
  18.370636,  6.82,   18.322094,  7.09,   18.384665,  6.98,   18.433346,  6.86
  18.377581,  6.82,   18.329039,  7.09,   18.391609,  6.98,   18.440289,  6.86
  18.384525,  6.82,   18.335983,  7.09,   18.398554,  6.98,   18.447233,  6.86
  18.391470,  6.82,   18.342928,  7.10,   18.405499,  6.98,   18.454178,  6.85
  18.398415,  6.82,   18.349873,  7.10,   18.412441,  6.99,   18.461123,  6.86
  18.405359,  6.82,   18.356817,  7.10,   18.419386,  6.99,   18.468067,  6.86
  18.412304,  6.82,   18.363762,  7.10,   18.426331,  6.99,   18.475012,  6.86
  18.419249,  6.82,   18.370707,  7.11,   18.433287,  6.99,   18.481956,  6.87
  18.426191,  6.82,   18.377651,  7.11,   18.440220,  6.99,   18.488901,  6.86
  18.433136,  6.82,   18.384594,  7.10,   18.447165,  6.99,   18.495846,  6.86
  18.440081,  6.82,   18.391539,  7.10,   18.454121,  6.99,   18.502789,  6.85
  18.447025,  6.82,   18.398483,  7.07,   18.461054,  6.99,   18.509733,  6.86
  18.453970,  6.82,   18.405428,  7.08,   18.467999,  6.99,   18.516678,  6.86
  18.460915,  6.82,   18.412373,  7.07,   18.474941,  6.99,   18.523623,  6.86
  18.467859,  6.82,   18.419317,  7.10,   18.481886,  6.99,   18.530567,  6.86
  18.474804,  6.82,   18.426262,  7.09,   18.488831,  6.99,   18.537512,  6.86
  18.481749,  6.82,   18.433207,  7.10,   18.495775,  6.99,   18.544456,  6.86
  18.488691,  6.82,   18.440151,  7.11,   18.502720,  6.99,   18.551401,  6.86
  18.495636,  6.82,   18.447094,  7.11,   18.509665,  6.99,   18.558346,  6.86
  18.502581,  6.82,   18.454039,  7.10,   18.516609,  6.99,   18.565289,  6.87
  18.509525,  6.82,   18.460983,  7.11,   18.523554,  6.99,   18.572233,  6.87
  18.516470,  6.82,   18.467928,  7.10,   18.530499,  6.99,   18.579178,  6.87
  18.523415,  6.82,   18.474873,  7.08,   18.537441,  6.99,   18.586123,  6.87
  18.530359,  6.82,   18.481817,  7.08,   18.544386,  6.99,   18.593067,  6.88
  18.537304,  6.82,   18.488762,  7.10,   18.551331,  6.99,   18.600012,  6.88
  18.544249,  6.82,   18.495707,  7.09,   18.558275,  6.99,   18.606956,  6.89
  18.551191,  6.82,   18.502651,  7.11,   18.565220,  6.99,   18.613901,  6.89
  18.558136,  6.82,   18.509594,  7.08,   18.572165,  7.00,   18.620846,  6.89
  18.565081,  6.82,   18.516539,  7.09,   18.579109,  7.00,   18.627789,  6.90
  18.572025,  6.82,   18.523483,  7.07,   18.586054,  7.00,   18.634733,  6.89
  18.578970,  6.82,   18.530428,  7.09,   18.592999,  7.00,   18.641678,  6.90
  18.585915,  6.82,   18.537373,  7.09,   18.599941,  7.00,   18.648623,  6.90
  18.592859,  6.82,   18.544317,  7.07,   18.606886,  7.00,   18.655567,  6.90
  18.599804,  6.82,   18.551262,  7.06,   18.613831,  7.00,   18.662512,  6.90
  18.606749,  6.82,   18.558207,  7.10,   18.620775,  7.00,   18.669456,  6.91
  18.613691,  6.82,   18.565151,  7.11,   18.627720,  7.00,   18.676401,  6.91
  18.620636,  6.82,   18.572094,  7.10,   18.634665,  7.00,   18.683346,  6.91
  18.627581,  6.82,   18.579039,  7.10,   18.641609,  7.00,   18.690289,  6.91
  18.634525,  6.82,   18.585983,  7.10,   18.648554,  7.00,   18.697233,  6.91
  18.641470,  6.82,   18.592928,  7.11,   18.655499,  7.00,   18.704178,  6.92
  18.648415,  6.82,   18.599873,  7.11,   18.662441,  7.00,   18.711123,  6.92
  18.655359,  6.82,   18.606817,  7.11,   18.669386,  7.00,   18.718067,  6.92
  18.662304,  6.82,   18.613762,  7.11,   18.676331,  7.00,   18.725012,  6.92
  18.669249,  6.82,   18.620707,  7.11,   18.683275,  7.00,   18.731956,  6.92
  18.676191,  6.83,   18.627651,  7.11,   18.690220,  7.00,   18.738901,  6.93
  18.683136,  6.83,   18.634594,  7.11,   18.697165,  7.00,   18.745846,  6.92
  18.690081,  6.83,   18.641539,  7.11,   18.704109,  7.00,   18.752789,  6.93
  18.697025,  6.83,   18.648483,  7.11,   18.711054,  7.00,   18.759733,  6.92
  18.703970,  6.83,   18.655428,  7.11,   18.717999,  7.00,   18.766678,  6.92
  18.710915,  6.83,   18.662373,  7.11,   18.724941,  7.00,   18.773623,  6.92
  18.717859,  6.83,   18.669317,  7.11,   18.731886,  7.00,   18.780567,  6.93
  18.724804,  6.83,   18.676262,  7.12,   18.738831,  7.00,   18.787512,  6.92
  18.731749,  6.83,   18.683207,  7.12,   18.745775,  7.00,   18.794456,  6.92
  18.738691,  6.83,   18.690151,  7.12,   18.752720,  7.00,   18.801401,  6.93
  18.745636,  6.83,   18.697094,  7.12,   18.759665,  7.00,   18.808346,  6.93
  18.752581,  6.83,   18.704039,  7.12,   18.766609,  7.00,   18.815289,  6.93
  18.759525,  6.83,   18.710983,  7.12,   18.773554,  7.00,   18.822233,  6.94
  18.766470,  6.83,   18.717928,  7.13,   18.780499,  7.00,   18.829178,  6.94
  18.773415,  6.83,   18.724873,  7.12,   18.787441,  7.00,   18.836123,  6.95
  18.780359,  6.83,   18.731817,  7.12,   18.794386,  7.00,   18.843067,  6.94
  18.787304,  6.83,   18.738762,  7.12,   18.801331,  7.00,   18.850012,  6.94
  18.794249,  6.83,   18.745707,  7.13,   18.808275,  7.00,   18.856956,  6.95
  18.801191,  6.83,   18.752651,  7.13,   18.815220,  7.00,   18.863901,  6.95
  18.808136,  6.83,   18.759594,  7.12,   18.822165,  7.00,   18.870846,  6.95
  18.815081,  6.83,   18.766539,  7.13,   18.829109,  7.00,   18.877789,  6.94
  18.822025,  6.83,   18.773483,  7.14,   18.836054,  7.00,   18.884733,  6.95
  18.828970,  6.83,   18.780428,  7.14,   18.842999,  7.00,   18.891678,  6.96
  18.835915,  6.83,   18.787373,  7.13,   18.849941,  7.00,   18.898623,  6.97
  18.842859,  6.83,   18.794317,  7.13,   18.856886,  7.00,   18.905567,  6.97
  18.849804,  6.83,   18.801262,  7.13,   18.863831,  7.00,   18.912512,  6.97
  18.856749,  6.83,   18.808207,  7.13,   18.870775,  7.00,   18.919456,  6.97
  18.863691,  6.83,   18.815151,  7.13,   18.877720,  7.00,   18.926401,  6.98
  18.870636,  6.83,   18.822094,  7.13,   18.884665,  7.00,   18.933346,  6.98
  18.877581,  6.83,   18.829039,  7.14,   18.891609,  7.00,   18.940289,  6.98
  18.884525,  6.83,   18.835983,  7.13,   18.898554,  7.00,   18.947233,  6.99
  18.891470,  6.83,   18.842928,  7.13,   18.905499,  7.00,   18.954178,  6.98
  18.898415,  6.84,   18.849873,  7.12,   18.912441,  7.01,   18.961123,  6.99
  18.905359,  6.84,   18.856817,  7.14,   18.919386,  7.01,   18.968067,  6.99
  18.912304,  6.84,   18.863762,  7.13,   18.926331,  7.01,   18.975012,  6.99
  18.919249,  6.84,   18.870707,  7.10,   18.933275,  7.01,   18.981956,  6.99
  18.926191,  6.84,   18.877651,  7.13,   18.940220,  7.01,   18.988901,  7.00
  18.933136,  6.84,   18.884594,  7.15,   18.947165,  7.01,   18.995846,  7.00
  18.940081,  6.84,   18.891539,  7.15,   18.954109,  7.01,   19.002789,  6.99
  18.947025,  6.84,   18.898483,  7.15,   18.961054,  7.01,   19.009733,  7.00
  18.953970,  6.84,   18.905428,  7.14,   18.967999,  7.01,   19.016678,  7.00
  18.960915,  6.84,   18.912373,  7.15,   18.974941,  7.01,   19.023623,  7.00
  18.967859,  6.84,   18.919317,  7.15,   18.981886,  7.01,   19.030567,  7.00
  18.974804,  6.84,   18.926262,  7.16,   18.988831,  7.01,   19.037512,  7.00
  18.981749,  6.84,   18.933207,  7.15,   18.995775,  7.01,   19.044456,  7.01
  18.988691,  6.84,   18.940151,  7.15,   19.002720,  7.01,   19.051401,  7.00
  18.995636,  6.84,   18.947094,  7.15,   19.009665,  7.01,   19.058346,  7.02
  19.002581,  6.84,   18.954039,  7.16,   19.016609,  7.01,   19.065289,  7.01
  19.009525,  6.84,   18.960983,  7.16,   19.023554,  7.01,   19.072233,  7.01
  19.016470,  6.84,   18.967928,  7.15,   19.030499,  7.01,   19.079178,  7.02
  19.023415,  6.84,   18.974873,  7.15,   19.037441,  7.01,   19.086123,  7.02
  19.030359,  6.84,   18.981817,  7.15,   19.044386,  7.01,   19.093067,  7.02
  19.037304,  6.84,   18.988762,  7.16,   19.051331,  7.01,   19.100012,  7.02
  19.044249,  6.84,   18.995707,  7.16,   19.058275,  7.00,   19.106956,  7.03
  19.051191,  6.84,   19.002651,  7.15,   19.065220,  7.00,   19.113901,  7.03
  19.058136,  6.84,   19.009594,  7.16,   19.072165,  7.00,   19.120846,  7.03
  19.065081,  6.84,   19.016539,  7.16,   19.079109,  7.00,   19.127789,  7.03
  19.072025,  6.84,   19.023483,  7.16,   19.086054,  7.00,   19.134733,  7.03
