Time (d), pH-MC1, Time (d), DO-MC1, Time (d), pH-MC2, Time (d), DO-MC2
  15.176192,  7.17,   15.072095,  7.35,   15.190220,  7.25,   15.190289,  7.55
  15.183137,  7.17,   15.079040,  7.35,   15.197165,  7.25,   15.197234,  7.56
  15.190081,  7.17,   15.085984,  7.35,   15.204109,  7.25,   15.204178,  7.55
  15.197025,  7.17,   15.092928,  7.35,   15.211053,  7.25,   15.211123,  7.55
  15.203970,  7.17,   15.099873,  7.36,   15.217998,  7.25,   15.218067,  7.56
  15.210915,  7.17,   15.106817,  7.35,   15.224942,  7.25,   15.225012,  7.56
  15.217859,  7.17,   15.113762,  7.35,   15.231887,  7.25,   15.231956,  7.56
  15.224803,  7.17,   15.120706,  7.35,   15.238831,  7.25,   15.238900,  7.55
  15.231748,  7.17,   15.127650,  7.36,   15.245775,  7.25,   15.245845,  7.56
  15.238692,  7.17,   15.134595,  7.36,   15.252720,  7.25,   15.252789,  7.56
  15.245637,  7.17,   15.141540,  7.36,   15.259665,  7.25,   15.259734,  7.56
  15.252581,  7.17,   15.148484,  7.37,   15.266609,  7.25,   15.266678,  7.56
  15.259525,  7.17,   15.155428,  7.37,   15.273553,  7.25,   15.273623,  7.56
  15.266470,  7.17,   15.162373,  7.37,   15.280498,  7.25,   15.280567,  7.56
  15.273415,  7.17,   15.169317,  7.37,   15.287442,  7.25,   15.287512,  7.56
  15.280359,  7.17,   15.176262,  7.36,   15.294387,  7.25,   15.294456,  7.56
  15.287303,  7.17,   15.183206,  7.37,   15.301331,  7.25,   15.301400,  7.57
  15.294248,  7.17,   15.190150,  7.37,   15.308275,  7.25,   15.308345,  7.57
  15.301192,  7.17,   15.197095,  7.37,   15.315220,  7.25,   15.315289,  7.57
  15.308137,  7.17,   15.204040,  7.38,   15.322165,  7.25,   15.322234,  7.58
  15.315081,  7.17,   15.210984,  7.38,   15.329109,  7.25,   15.329178,  7.58
  15.322025,  7.17,   15.217928,  7.38,   15.336053,  7.25,   15.336123,  7.58
  15.328970,  7.17,   15.224873,  7.39,   15.342998,  7.25,   15.343067,  7.58
  15.335915,  7.17,   15.231817,  7.38,   15.349942,  7.25,   15.350012,  7.57
  15.342859,  7.17,   15.238762,  7.38,   15.356887,  7.25,   15.356956,  7.58
  15.349803,  7.17,   15.245706,  7.38,   15.363831,  7.25,   15.363900,  7.58
  15.356748,  7.17,   15.252650,  7.39,   15.370775,  7.25,   15.370845,  7.58
  15.363692,  7.17,   15.259595,  7.39,   15.377720,  7.25,   15.377789,  7.58
  15.370637,  7.17,   15.266540,  7.39,   15.384665,  7.25,   15.384734,  7.58
  15.377581,  7.17,   15.273484,  7.39,   15.391609,  7.25,   15.391678,  7.58
  15.384525,  7.17,   15.280428,  7.39,   15.398553,  7.25,   15.398623,  7.58
  15.391470,  7.17,   15.287373,  7.39,   15.405498,  7.25,   15.405567,  7.59
  15.398415,  7.17,   15.294317,  7.39,   15.412442,  7.25,   15.412512,  7.59
  15.405359,  7.17,   15.301262,  7.40,   15.419387,  7.25,   15.419456,  7.59
  15.412303,  7.17,   15.308206,  7.40,   15.426331,  7.25,   15.426400,  7.60
  15.419248,  7.17,   15.315150,  7.40,   15.433275,  7.25,   15.433345,  7.59
  15.426192,  7.17,   15.322095,  7.39,   15.440220,  7.25,   15.440289,  7.59
  15.433137,  7.17,   15.329040,  7.40,   15.447165,  7.25,   15.447234,  7.59
  15.440081,  7.17,   15.335984,  7.40,   15.454109,  7.25,   15.454178,  7.59
  15.447025,  7.17,   15.342928,  7.40,   15.461053,  7.25,   15.461123,  7.59
  15.453970,  7.17,   15.349873,  7.40,   15.467998,  7.25,   15.468067,  7.60
  15.460915,  7.17,   15.356817,  7.40,   15.474942,  7.25,   15.475012,  7.59
  15.467859,  7.17,   15.363762,  7.41,   15.481887,  7.25,   15.481956,  7.60
  15.474803,  7.17,   15.370706,  7.41,   15.488831,  7.25,   15.488900,  7.59
  15.481748,  7.17,   15.377650,  7.40,   15.495775,  7.25,   15.495845,  7.59
  15.488692,  7.17,   15.384595,  7.40,   15.502720,  7.24,   15.502789,  7.59
  15.495637,  7.18,   15.391540,  7.41,   15.509665,  7.24,   15.509734,  7.59
  15.502581,  7.17,   15.398484,  7.41,   15.516609,  7.24,   15.516678,  7.59
  15.509525,  7.17,   15.405428,  7.41,   15.523553,  7.24,   15.523623,  7.60
  15.516470,  7.17,   15.412373,  7.41,   15.530498,  7.23,   15.530567,  7.60
  15.523415,  7.17,   15.419317,  7.42,   15.537442,  7.22,   15.537512,  7.60
  15.530359,  7.16,   15.426262,  7.42,   15.544387,  7.21,   15.544456,  7.60
  15.537303,  7.15,   15.433206,  7.41,   15.550127,  7.20,   15.549965,  7.59
  15.544248,  7.14,   15.440150,  7.42,   15.551331,  7.20,   15.551400,  7.59
  15.550057,  7.13,   15.447095,  7.42,   15.554399,  7.20,   15.558345,  7.59
  15.551192,  7.13,   15.454040,  7.43,   15.558275,  7.19,   15.565289,  7.58
  15.554467,  7.13,   15.460984,  7.42,   15.565220,  7.19,   15.572234,  7.59
  15.558137,  7.13,   15.467928,  7.42,   15.572165,  7.18,   15.579178,  7.58
  15.565081,  7.12,   15.474873,  7.42,   15.579109,  7.18,   15.586123,  7.57
  15.572025,  7.11,   15.481817,  7.43,   15.586053,  7.17,   15.593067,  7.56
  15.578970,  7.11,   15.488762,  7.42,   15.592998,  7.17,   15.600012,  7.56
  15.585915,  7.10,   15.495706,  7.42,   15.599942,  7.16,   15.606956,  7.55
  15.592859,  7.10,   15.502650,  7.39,   15.606887,  7.16,   15.613900,  7.54
  15.599803,  7.09,   15.509595,  7.38,   15.613831,  7.15,   15.620845,  7.54
  15.606748,  7.08,   15.516540,  7.38,   15.620775,  7.15,   15.627789,  7.54
  15.613692,  7.08,   15.523484,  7.38,   15.624259,  7.15,   15.634734,  7.53
  15.620637,  7.08,   15.530428,  7.38,   15.627720,  7.14,   15.641678,  7.53
  15.624155,  7.07,   15.537373,  7.37,   15.634665,  7.14,   15.648623,  7.53
  15.627581,  7.07,   15.544317,  7.36,   15.641609,  7.13,   15.655567,  7.53
  15.634525,  7.07,   15.551262,  7.35,   15.648553,  7.13,   15.662512,  7.51
  15.641470,  7.06,   15.558206,  7.34,   15.655498,  7.12,   15.669456,  7.52
  15.648415,  7.06,   15.565150,  7.34,   15.662442,  7.12,   15.676400,  7.52
  15.655359,  7.05,   15.572095,  7.33,   15.669387,  7.12,   15.683345,  7.51
  15.662303,  7.05,   15.579040,  7.32,   15.676331,  7.11,   15.690289,  7.51
  15.669248,  7.05,   15.585996,  7.31,   15.683275,  7.11,   15.697234,  7.51
  15.676192,  7.04,   15.592928,  7.31,   15.690220,  7.10,   15.704178,  7.50
  15.683137,  7.04,   15.599873,  7.30,   15.697165,  7.10,   15.711123,  7.50
  15.690081,  7.03,   15.606817,  7.30,   15.704109,  7.09,   15.718067,  7.50
  15.697025,  7.03,   15.613762,  7.30,   15.711053,  7.09,   15.725012,  7.50
  15.703970,  7.02,   15.620706,  7.29,   15.717998,  7.09,   15.731956,  7.50
  15.710915,  7.02,   15.627650,  7.29,   15.724942,  7.08,   15.738900,  7.49
  15.717859,  7.02,   15.634595,  7.29,   15.731887,  7.08,   15.745845,  7.49
  15.724803,  7.01,   15.641540,  7.29,   15.738831,  7.07,   15.752789,  7.49
  15.731748,  7.01,   15.648484,  7.28,   15.745775,  7.07,   15.759734,  7.49
  15.738692,  7.01,   15.655428,  7.28,   15.752720,  7.07,   15.766678,  7.48
  15.745637,  7.00,   15.662373,  7.28,   15.759665,  7.06,   15.773623,  7.48
  15.752581,  7.00,   15.669317,  7.28,   15.766609,  7.06,   15.780567,  7.48
  15.759525,  6.99,   15.676262,  7.28,   15.773553,  7.05,   15.787512,  7.48
  15.766470,  6.99,   15.683206,  7.27,   15.780498,  7.05,   15.794456,  7.48
  15.773415,  6.99,   15.690150,  7.27,   15.787442,  7.05,   15.801400,  7.48
  15.780359,  6.98,   15.697095,  7.27,   15.794387,  7.04,   15.808345,  7.48
  15.787303,  6.98,   15.704040,  7.27,   15.801331,  7.04,   15.815289,  7.47
  15.794248,  6.98,   15.710984,  7.27,   15.808275,  7.03,   15.822234,  7.47
  15.801192,  6.97,   15.717928,  7.27,   15.815220,  7.03,   15.829178,  7.47
  15.808137,  6.97,   15.724873,  7.27,   15.822165,  7.03,   15.836123,  7.47
  15.815081,  6.97,   15.731817,  7.26,   15.829109,  7.02,   15.843067,  7.46
  15.822025,  6.96,   15.738762,  7.26,   15.836053,  7.02,   15.850012,  7.46
  15.828970,  6.96,   15.745706,  7.26,   15.842998,  7.02,   15.856956,  7.46
  15.835915,  6.96,   15.752650,  7.26,   15.849942,  7.01,   15.863900,  7.45
  15.842859,  6.95,   15.759595,  7.26,   15.856887,  7.01,   15.870845,  7.45
  15.849803,  6.95,   15.766540,  7.26,   15.863831,  7.01,   15.877789,  7.45
  15.856748,  6.95,   15.773484,  7.26,   15.870775,  7.00,   15.884734,  7.45
  15.863692,  6.94,   15.780428,  7.26,   15.877720,  7.00,   15.891678,  7.45
  15.870637,  6.94,   15.787373,  7.26,   15.884665,  7.00,   15.898623,  7.44
  15.877581,  6.94,   15.794317,  7.25,   15.891609,  6.99,   15.905567,  7.45
  15.884525,  6.93,   15.801262,  7.25,   15.898553,  6.99,   15.912512,  7.45
  15.891470,  6.93,   15.808206,  7.25,   15.905498,  6.99,   15.919456,  7.44
  15.898415,  6.93,   15.815150,  7.26,   15.912442,  6.98,   15.926400,  7.44
  15.905359,  6.92,   15.822095,  7.25,   15.919387,  6.98,   15.933345,  7.44
  15.912303,  6.92,   15.829040,  7.25,   15.926331,  6.98,   15.940289,  7.44
  15.919248,  6.92,   15.835984,  7.25,   15.933275,  6.97,   15.947234,  7.44
  15.926192,  6.91,   15.842928,  7.25,   15.940220,  6.97,   15.954178,  7.44
  15.933137,  6.91,   15.849873,  7.25,   15.947165,  6.97,   15.961123,  7.43
  15.940081,  6.91,   15.856817,  7.24,   15.954109,  6.96,   15.968067,  7.44
  15.947025,  6.91,   15.863762,  7.24,   15.961053,  6.96,   15.975012,  7.43
  15.953970,  6.90,   15.870706,  7.24,   15.967998,  6.96,   15.981956,  7.43
  15.960915,  6.90,   15.877650,  7.24,   15.974942,  6.95,   15.988900,  7.43
  15.967859,  6.90,   15.884595,  7.24,   15.981887,  6.95,   15.995845,  7.43
  15.974803,  6.90,   15.891540,  7.24,   15.988831,  6.95,   16.002789,  7.43
  15.981748,  6.89,   15.898484,  7.24,   15.995775,  6.94,   16.009733,  7.43
  15.988692,  6.89,   15.905428,  7.25,   16.002720,  6.94,   16.016678,  7.42
  15.995637,  6.89,   15.912373,  7.24,   16.009665,  6.94,   16.023623,  7.42
  16.002581,  6.89,   15.919317,  7.24,   16.016609,  6.94,   16.030567,  7.42
  16.009525,  6.88,   15.926262,  7.24,   16.023554,  6.93,   16.037512,  7.42
  16.016470,  6.88,   15.933206,  7.24,   16.030499,  6.93,   16.044456,  7.42
  16.023415,  6.88,   15.940150,  7.25,   16.037441,  6.93,   16.051401,  7.42
  16.030359,  6.88,   15.947095,  7.24,   16.044386,  6.93,   16.058346,  7.42
  16.037304,  6.87,   15.954040,  7.25,   16.051331,  6.92,   16.065289,  7.41
  16.044249,  6.87,   15.960984,  7.25,   16.058275,  6.92,   16.072233,  7.41
  16.051191,  6.87,   15.967928,  7.24,   16.065220,  6.92,   16.079178,  7.41
  16.058136,  6.87,   15.974873,  7.24,   16.072165,  6.91,   16.086123,  7.41
  16.065081,  6.86,   15.981817,  7.24,   16.079109,  6.91,   16.093067,  7.41
  16.072025,  6.86,   15.988762,  7.25,   16.086054,  6.91,   16.100012,  7.41
  16.078970,  6.86,   15.995706,  7.25,   16.093010,  6.91,   16.106956,  7.41
  16.085915,  6.86,   16.002651,  7.25,   16.099941,  6.91,   16.113901,  7.41
  16.092859,  6.85,   16.009594,  7.24,   16.106886,  6.90,   16.120846,  7.41
  16.099804,  6.85,   16.016539,  7.24,   16.113831,  6.90,   16.127789,  7.41
  16.106749,  6.85,   16.023483,  7.24,   16.120775,  6.90,   16.134733,  7.41
  16.113691,  6.85,   16.030428,  7.24,   16.127720,  6.90,   16.141678,  7.40
  16.120636,  6.85,   16.037373,  7.24,   16.134665,  6.89,   16.148623,  7.40
  16.127581,  6.84,   16.044317,  7.24,   16.141609,  6.89,   16.155567,  7.40
  16.134525,  6.84,   16.051262,  7.25,   16.148554,  6.89,   16.162512,  7.40
  16.141470,  6.84,   16.058207,  7.24,   16.155499,  6.89,   16.169456,  7.39
  16.148415,  6.84,   16.065151,  7.25,   16.162441,  6.88,   16.176401,  7.39
  16.155359,  6.84,   16.072094,  7.25,   16.169386,  6.88,   16.183346,  7.40
  16.162304,  6.83,   16.079039,  7.25,   16.176331,  6.88,   16.190289,  7.39
  16.169249,  6.83,   16.085983,  7.25,   16.183275,  6.88,   16.197233,  7.39
  16.176191,  6.83,   16.092928,  7.24,   16.190220,  6.88,   16.204178,  7.38
  16.183136,  6.83,   16.099873,  7.23,   16.197165,  6.87,   16.211123,  7.39
  16.190081,  6.83,   16.106817,  7.23,   16.204109,  6.87,   16.218067,  7.38
  16.197025,  6.82,   16.113762,  7.22,   16.211054,  6.87,   16.225012,  7.39
  16.203970,  6.82,   16.120707,  7.22,   16.217999,  6.87,   16.231956,  7.38
  16.210915,  6.82,   16.127651,  7.22,   16.224941,  6.86,   16.238901,  7.38
  16.217859,  6.82,   16.134594,  7.22,   16.231886,  6.86,   16.245846,  7.37
  16.224804,  6.82,   16.141539,  7.24,   16.238831,  6.86,   16.252789,  7.37
  16.231749,  6.81,   16.148483,  7.24,   16.245775,  6.86,   16.259733,  7.37
  16.238691,  6.81,   16.155428,  7.24,   16.252720,  6.86,   16.266678,  7.37
  16.245636,  6.81,   16.162373,  7.24,   16.259665,  6.85,   16.273623,  7.38
  16.252581,  6.81,   16.169317,  7.24,   16.266609,  6.85,   16.280567,  7.37
  16.259525,  6.81,   16.176262,  7.24,   16.273554,  6.85,   16.287512,  7.37
  16.266470,  6.80,   16.183207,  7.24,   16.280499,  6.85,   16.294456,  7.37
  16.273415,  6.80,   16.190151,  7.24,   16.287441,  6.85,   16.301401,  7.37
  16.280359,  6.80,   16.197094,  7.24,   16.294386,  6.84,   16.308346,  7.36
  16.287304,  6.80,   16.204039,  7.24,   16.301331,  6.84,   16.315289,  7.36
  16.294249,  6.80,   16.210983,  7.24,   16.308275,  6.84,   16.322233,  7.36
  16.301191,  6.80,   16.217928,  7.24,   16.315220,  6.84,   16.329178,  7.35
  16.308136,  6.79,   16.224873,  7.24,   16.322165,  6.84,   16.336123,  7.36
  16.315081,  6.79,   16.231817,  7.24,   16.329109,  6.83,   16.343067,  7.35
  16.322025,  6.79,   16.238762,  7.24,   16.336054,  6.83,   16.350012,  7.35
  16.328970,  6.79,   16.245707,  7.24,   16.342999,  6.83,   16.356956,  7.35
  16.335915,  6.79,   16.252651,  7.24,   16.349941,  6.83,   16.363901,  7.35
  16.342859,  6.79,   16.259594,  7.24,   16.356886,  6.83,   16.370846,  7.34
  16.349804,  6.79,   16.266539,  7.24,   16.363831,  6.82,   16.377789,  7.34
  16.356749,  6.78,   16.273483,  7.24,   16.370775,  6.82,   16.384733,  7.35
  16.363691,  6.78,   16.280428,  7.24,   16.377720,  6.82,   16.391678,  7.35
  16.370636,  6.78,   16.287373,  7.24,   16.384665,  6.82,   16.398623,  7.34
  16.377581,  6.78,   16.294317,  7.24,   16.391609,  6.82,   16.405567,  7.34
  16.384525,  6.78,   16.301262,  7.23,   16.398554,  6.81,   16.412512,  7.34
  16.391470,  6.77,   16.308207,  7.24,   16.405499,  6.81,   16.419456,  7.34
  16.398415,  6.77,   16.315151,  7.24,   16.412441,  6.81,   16.426401,  7.33
  16.405359,  6.77,   16.322094,  7.24,   16.419386,  6.81,   16.433346,  7.33
  16.412304,  6.77,   16.329039,  7.24,   16.426331,  6.81,   16.440289,  7.33
  16.419249,  6.77,   16.335983,  7.24,   16.433275,  6.81,   16.447233,  7.33
  16.426191,  6.77,   16.342928,  7.23,   16.440220,  6.80,   16.454178,  7.32
  16.433136,  6.77,   16.349873,  7.24,   16.447165,  6.80,   16.461123,  7.32
  16.440081,  6.77,   16.356817,  7.24,   16.454109,  6.80,   16.468067,  7.33
  16.447025,  6.76,   16.363762,  7.24,   16.461054,  6.80,   16.475012,  7.32
  16.453970,  6.76,   16.370707,  7.24,   16.467999,  6.80,   16.481956,  7.32
  16.460915,  6.76,   16.377651,  7.24,   16.474941,  6.80,   16.488901,  7.31
  16.467859,  6.76,   16.384594,  7.24,   16.481886,  6.79,   16.495846,  7.31
  16.474804,  6.76,   16.391539,  7.24,   16.488831,  6.79,   16.502789,  7.30
  16.481749,  6.76,   16.398483,  7.24,   16.495775,  6.79,   16.509733,  7.29
  16.488691,  6.76,   16.405428,  7.24,   16.502720,  6.79,   16.516678,  7.30
  16.495636,  6.76,   16.412373,  7.24,   16.507812,  6.79,   16.523623,  7.30
  16.502581,  6.76,   16.419317,  7.23,   16.509665,  6.79,   16.530567,  7.30
  16.507696,  6.75,   16.426262,  7.24,   16.516609,  6.79,   16.537512,  7.30
  16.509525,  6.75,   16.433207,  7.24,   16.520786,  6.79,   16.544456,  7.30
  16.516470,  6.75,   16.440151,  7.24,   16.520811,  6.79,   16.551401,  7.29
  16.520857,  6.75,   16.447094,  7.24,   16.523554,  6.79,   16.558346,  7.29
  16.523415,  6.75,   16.454039,  7.24,   16.530499,  6.79,   16.565289,  7.28
  16.530359,  6.75,   16.460983,  7.24,   16.537441,  6.78,   16.572233,  7.29
  16.531782,  6.75,   16.467928,  7.24,   16.544386,  6.78,   16.579178,  7.27
  16.537304,  6.75,   16.474873,  7.23,   16.551331,  6.78,   16.586123,  7.27
  16.544249,  6.75,   16.481817,  7.23,   16.558275,  6.78,   16.593067,  7.27
  16.551191,  6.75,   16.488762,  7.23,   16.565220,  6.78,   16.600012,  7.27
  16.558136,  6.75,   16.495707,  7.23,   16.572165,  6.78,   16.606956,  7.26
  16.565081,  6.75,   16.502651,  7.24,   16.579109,  6.78,   16.613901,  7.26
  16.572025,  6.75,   16.509594,  7.23,   16.586054,  6.78,   16.620846,  7.26
  16.578970,  6.75,   16.516539,  7.23,   16.592999,  6.78,   16.627789,  7.26
  16.585915,  6.75,   16.523483,  7.23,   16.599941,  6.78,   16.634733,  7.25
  16.592859,  6.75,   16.530428,  7.23,   16.606886,  6.78,   16.641678,  7.25
  16.599804,  6.75,   16.537373,  7.23,   16.613831,  6.79,   16.648623,  7.24
  16.606749,  6.75,   16.544317,  7.23,   16.620775,  6.79,   16.655567,  7.23
  16.613691,  6.75,   16.551262,  7.23,   16.627720,  6.79,   16.662512,  7.24
  16.620636,  6.75,   16.558207,  7.23,   16.634665,  6.79,   16.669456,  7.23
  16.627581,  6.75,   16.565151,  7.22,   16.641609,  6.79,   16.676401,  7.23
  16.634525,  6.75,   16.572094,  7.23,   16.642605,  6.79,   16.683346,  7.23
  16.641470,  6.75,   16.579039,  7.22,   16.648554,  6.79,   16.690289,  7.23
  16.642500,  6.75,   16.585983,  7.22,   16.655499,  6.79,   16.697233,  7.22
  16.648415,  6.75,   16.592928,  7.20,   16.662441,  6.79,   16.704178,  7.22
  16.655359,  6.75,   16.599873,  7.22,   16.669386,  6.79,   16.711123,  7.22
  16.662304,  6.75,   16.606817,  7.22,   16.676331,  6.79,   16.718067,  7.21
  16.669249,  6.75,   16.613762,  7.21,   16.683275,  6.79,   16.725012,  7.21
  16.676191,  6.75,   16.620707,  7.20,   16.684364,  6.79,   16.731956,  7.21
  16.683136,  6.75,   16.627651,  7.19,   16.690220,  6.79,   16.738901,  7.20
  16.684422,  6.75,   16.634594,  7.20,   16.697165,  6.79,   16.745846,  7.19
  16.690081,  6.75,   16.641539,  7.19,   16.704109,  6.79,   16.752789,  7.19
  16.697025,  6.75,   16.648483,  7.19,   16.711054,  6.79,   16.759733,  7.19
  16.703970,  6.75,   16.655428,  7.19,   16.717999,  6.79,   16.766678,  7.19
  16.710915,  6.75,   16.662373,  7.19,   16.724941,  6.79,   16.773623,  7.19
  16.717859,  6.75,   16.669317,  7.19,   16.731886,  6.79,   16.780567,  7.19
  16.724804,  6.75,   16.676262,  7.18,   16.738831,  6.79,   16.787512,  7.18
  16.731749,  6.75,   16.683207,  7.18,   16.745775,  6.79,   16.794456,  7.18
  16.738691,  6.75,   16.690151,  7.18,   16.752720,  6.79,   16.801401,  7.17
  16.745636,  6.75,   16.697094,  7.18,   16.759665,  6.79,   16.808346,  7.17
  16.752581,  6.75,   16.704039,  7.18,   16.766609,  6.80,   16.815289,  7.16
  16.759525,  6.75,   16.710983,  7.18,   16.773554,  6.80,   16.822233,  7.16
  16.766470,  6.75,   16.717928,  7.17,   16.780499,  6.80,   16.829178,  7.15
  16.773415,  6.75,   16.724873,  7.18,   16.787441,  6.80,   16.836123,  7.15
  16.780359,  6.75,   16.731817,  7.17,   16.794386,  6.80,   16.843067,  7.14
  16.787304,  6.75,   16.738762,  7.17,   16.801331,  6.80,   16.850012,  7.14
  16.794249,  6.75,   16.745718,  7.17,   16.808275,  6.80,   16.856956,  7.13
  16.801191,  6.75,   16.752651,  7.17,   16.815220,  6.80,   16.863901,  7.12
  16.808136,  6.75,   16.759594,  7.17,   16.822165,  6.80,   16.870846,  7.12
  16.815081,  6.75,   16.766539,  7.17,   16.829109,  6.80,   16.877789,  7.12
  16.822025,  6.75,   16.773483,  7.17,   16.836054,  6.80,   16.884733,  7.12
  16.828970,  6.75,   16.780428,  7.16,   16.842999,  6.80,   16.891678,  7.12
  16.835915,  6.75,   16.787373,  7.16,   16.849941,  6.80,   16.898623,  7.11
  16.842859,  6.75,   16.794317,  7.16,   16.856886,  6.80,   16.905567,  7.11
  16.849804,  6.76,   16.801262,  7.15,   16.863831,  6.80,   16.912512,  7.10
  16.856749,  6.76,   16.808207,  7.15,   16.870775,  6.80,   16.919456,  7.09
  16.863691,  6.76,   16.815151,  7.15,   16.877720,  6.80,   16.926401,  7.09
  16.870636,  6.76,   16.822094,  7.15,   16.884665,  6.80,   16.933346,  7.09
  16.877581,  6.76,   16.829039,  7.15,   16.891609,  6.80,   16.940289,  7.08
  16.884525,  6.76,   16.835983,  7.15,   16.898554,  6.80,   16.947233,  7.07
  16.891470,  6.76,   16.842928,  7.15,   16.905499,  6.80,   16.954178,  7.06
  16.898415,  6.76,   16.849873,  7.15,   16.912455,  6.80,   16.961123,  7.06
  16.905359,  6.76,   16.856817,  7.14,   16.919386,  6.80,   16.968067,  7.05
  16.912304,  6.76,   16.863762,  7.14,   16.926331,  6.80,   16.975012,  7.04
  16.919249,  6.76,   16.870707,  7.14,   16.933275,  6.80,   16.981956,  7.04
  16.926191,  6.76,   16.877651,  7.14,   16.940220,  6.81,   16.988901,  7.04
  16.933136,  6.76,   16.884594,  7.14,   16.947165,  6.80,   16.995846,  7.03
  16.940081,  6.76,   16.891539,  7.14,   16.954109,  6.81,   17.002789,  7.03
  16.947025,  6.76,   16.898483,  7.14,   16.961054,  6.81,   17.009733,  7.02
  16.953970,  6.76,   16.905428,  7.14,   16.967999,  6.81,   17.016678,  7.01
  16.960915,  6.76,   16.912373,  7.14,   16.974941,  6.81,   17.023623,  6.99
  16.967859,  6.76,   16.919317,  7.14,   16.981886,  6.81,   17.030567,  6.99
  16.974804,  6.76,   16.926262,  7.14,   16.988831,  6.81,   17.037512,  6.98
  16.981749,  6.76,   16.933207,  7.13,   16.995775,  6.81,   17.044456,  6.98
  16.988691,  6.76,   16.940151,  7.13,   17.002720,  6.81,   17.051401,  6.97
  16.995636,  6.76,   16.947094,  7.13,   17.009665,  6.81,   17.058346,  6.97
  17.002581,  6.76,   16.954039,  7.12,   17.016609,  6.81,   17.065289,  6.96
  17.009525,  6.76,   16.960983,  7.11,   17.023554,  6.81,   17.072233,  6.95
  17.016470,  6.76,   16.967928,  7.11,   17.030499,  6.81,   17.079178,  6.95
  17.023415,  6.76,   16.974873,  7.11,   17.037441,  6.81,   17.086123,  6.94
  17.030359,  6.76,   16.981817,  7.11,   17.044386,  6.81,   17.093067,  6.93
  17.037304,  6.76,   16.988762,  7.11,   17.051331,  6.81,   17.100012,  6.92
  17.044249,  6.76,   16.995707,  7.10,   17.058275,  6.81,   17.106956,  6.91
  17.051191,  6.76,   17.002651,  7.10,   17.065220,  6.81,   17.113901,  6.90
  17.058136,  6.76,   17.009594,  7.10,   17.072165,  6.81,   17.120846,  6.89
  17.065081,  6.76,   17.016539,  7.09,   17.079109,  6.81,   17.127789,  6.89
  17.072025,  6.76,   17.023483,  7.07,   17.086054,  6.81,   17.134733,  6.89
  17.078970,  6.76,   17.030428,  7.07,   17.092999,  6.81,   17.141678,  6.88
  17.085915,  6.76,   17.037373,  7.06,   17.099941,  6.82,   17.148623,  6.87
  17.092859,  6.76,   17.044317,  7.06,   17.106886,  6.82,   17.155567,  6.86
  17.099804,  6.76,   17.051262,  7.06,   17.113831,  6.82,   17.162512,  6.86
  17.106749,  6.76,   17.058207,  7.05,   17.120775,  6.82,   17.169456,  6.85
  17.113691,  6.76,   17.065151,  7.04,   17.127720,  6.82,   17.176401,  6.85
  17.120636,  6.76,   17.072094,  7.04,   17.134665,  6.82,   17.183346,  6.84
  17.127581,  6.76,   17.079039,  7.04,   17.141609,  6.82,   17.190289,  6.84
  17.134525,  6.76,   17.085983,  7.04,   17.148554,  6.82,   17.197233,  6.83
  17.141470,  6.76,   17.092928,  7.03,   17.155499,  6.82,   17.204178,  6.82
  17.148415,  6.76,   17.099873,  7.03,   17.162441,  6.82,   17.211123,  6.82
  17.155359,  6.76,   17.106817,  7.03,   17.169386,  6.82,   17.218067,  6.80
  17.162304,  6.76,   17.113762,  7.01,   17.176331,  6.82,   17.225012,  6.80
  17.169249,  6.76,   17.120707,  7.01,   17.183275,  6.82,   17.231956,  6.80
  17.176191,  6.76,   17.127651,  7.01,   17.190220,  6.82,   17.238901,  6.78
  17.183136,  6.76,   17.134594,  7.01,   17.197165,  6.82,   17.245846,  6.77
  17.190081,  6.76,   17.141539,  7.00,   17.204109,  6.82,   17.252789,  6.77
  17.197025,  6.76,   17.148483,  7.00,   17.211054,  6.82,   17.259733,  6.77
  17.203970,  6.76,   17.155428,  7.00,   17.217999,  6.82,   17.266678,  6.76
  17.210915,  6.76,   17.162373,  6.99,   17.224941,  6.82,   17.273623,  6.76
  17.217859,  6.76,   17.169317,  6.99,   17.231886,  6.83,   17.280567,  6.75
  17.224804,  6.76,   17.176262,  6.98,   17.238831,  6.82,   17.287512,  6.75
  17.231749,  6.76,   17.183207,  6.98,   17.245775,  6.83,   17.294456,  6.75
  17.238691,  6.76,   17.190151,  6.98,   17.252720,  6.83,   17.301401,  6.74
  17.245636,  6.76,   17.197094,  6.97,   17.259665,  6.83,   17.308346,  6.73
  17.252581,  6.76,   17.204039,  6.97,   17.266609,  6.83,   17.315289,  6.73
  17.259525,  6.76,   17.210983,  6.96,   17.273554,  6.83,   17.322233,  6.71
  17.266470,  6.76,   17.217928,  6.96,   17.280499,  6.83,   17.329178,  6.71
  17.273415,  6.76,   17.224873,  6.95,   17.287441,  6.83,   17.336123,  6.70
  17.280359,  6.76,   17.231817,  6.94,   17.294386,  6.83,   17.343067,  6.70
  17.287304,  6.76,   17.238762,  6.93,   17.301331,  6.83,   17.350012,  6.70
  17.294249,  6.76,   17.245707,  6.95,   17.308275,  6.83,   17.356956,  6.69
  17.301191,  6.76,   17.252651,  6.93,   17.315220,  6.83,   17.363901,  6.68
  17.308136,  6.76,   17.259594,  6.93,   17.322165,  6.83,   17.370846,  6.68
  17.315081,  6.76,   17.266539,  6.92,   17.329109,  6.83,   17.377789,  6.68
